ARO	Shorten Name	Gene Name	Antibiotics	Resistance Mechanism	AMR gene Family	Description	Species	UC-1-1	UC-1-2	UC-2-1	UC-2-2	RT-1-1	RT-1-2	RT-2-1	RT-2-2	RT-3-1	RT-3-2	RT-4-1	RT-4-2	RT-5-1	RT-5-2	UC-3-1	UC-3-2	UC-4-1	UC-4-2	UC-5-1	UC-5-2	UC-6-1	UC-6-2	UC-7-1	UC-7-2	UC-8-1	UC-8-2	RT-6-1	RT-6-2	RT-7-1	RT-7-2	UC-9-1	UC-9-2	RT-8-1	RT-8-2	UC-10-1	UC-10-2	UC-11-1	UC-11-2	UC-12-1	UC-12-2	UC-13-1	UC-13-2	RT-9-1	RT-9-2	RT-10-1	RT-10-2	RT-11-1	RT-11-2	UC-14-1	UC-14-2	UC-15-1	UC-15-2	UC-16-1	UC-16-2	RT-12-1	RT-12-2	UC-17-1	UC-17-2	UC-18-1	UC-18-2	UC-19-1	UC-19-2	RT-13-1	RT-13-2	UC-20-1	UC-20-2	RT-14-1	RT-14-2	RT-15-1	RT-15-2	RT-16-1	RT-16-2	RT-17-1	RT-17-2	RT-18-1	RT-18-2	UC-21-1	UC-21-2	RT-19-1	RT-19-2	UC-22-1	UC-22-2	RT-20-1	RT-20-2	RT-21-1	RT-21-2	UC-23-1	UC-23-2	RT-22-1	RT-22-2	RT-23-1	RT-23-2	UC-24-1	UC-24-2	RT-24-1	RT-24-2	RT-25-1	RT-25-2	RT-26-1	RT-26-2	RT-27-1	RT-27-2	RT-28-1	RT-28-2	RT-29-1	RT-29-2	UC-25-1	UC-25-2	UC-26-1	UC-26-2	UC-27-1	UC-27-2	UC-28-1	UC-28-2	UC-29-1	UC-29-2	RT-30-1	RT-30-2	RT-31-1	RT-31-2	UC-30-1	UC-30-2	UC-31-1	UC-31-2	UC-32-1	UC-32-2	UC-33-1	UC-33-2	UC-34-1	UC-34-2	RT-32-1	RT-32-2	RT-33-1	RT-33-2	RT-34-1	RT-34-2
3000191	tetQ	tetQ	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	TetQ is a ribosomal protection protein. Its gene is associated with a conjugative transposon and has been found in both Gram-positive and Gram-negative bacteria.	Bacteroides fragilis	295	6778	4663	47409	0	186	0	36816	414	13933	966	885	421	29626	138	0	0	2195	0	336	0	1937	0	0	857	1476	0	510	0	1550	41038	53693	1176	1861	0	0	0	135	65	899	450	92	53	0	14892	2876	0	363	4405	1875	0	6199	0	293	898	5453	0	191	138	2965	19609	349	0	0	73	31855	30887	12692	139	115	0	3631	0	705	0	28651	0	394	1069	96256	1587	3794	0	74167	90509	27530	18750	20002	0	0	0	148	0	2682	0	1276	0	4655	0	88510	5842	80313	0	0	35358	773	0	0	0	0	1263	2951	0	68995	204	12896	0	10167	7146	1326	5443	15864	7950	28445	1632	1726	0	223	0	198	0	0	5866	64480	4085	1122
3001214	mdtM	mdtM	disinfecting agents and antiseptics; nucleoside antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	Multidrug resistance protein MdtM.	Escherichia coli str. K-12 substr. MG1655	5723	3832	1172	1335	583	1499	3837	575	4025	2971	581	3058	4652	723	0	0	3676	1618	2960	3577	1322	521	3974	292	3855	503	660	2674	1253	1731	152	0	2605	364	43	251	801	3102	89	235	2106	2027	0	2546	2554	1898	2577	3323	773	3379	3671	3065	2688	2555	2441	1206	4105	3580	2117	391	2485	3176	0	85	0	801	2635	2475	3235	2729	23	3577	3145	237	4551	889	0	4634	4506	317	3179	5721	1958	1512	263	2895	0	171	0	1239	0	598	3749	1568	4291	5386	3759	1334	5851	2305	4024	424	3778	4126	966	579	4157	884	4457	3425	2697	1708	4145	474	4572	1055	3169	0	4518	1797	3802	101	3963	1655	622	872	279	1968	0	812	4640	1659	1683	581	3045	1115
3000778	adeG	adeG	tetracycline antibiotic; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	AdeG is the inner membrane transporter of the AdeFGH multidrug efflux complex.	Acinetobacter baumannii AYE	0	0	13	0	0	0	715	0	0	0	0	0	0	0	44	0	0	0	0	0	160	0	27	0	0	0	0	0	196	73	0	0	0	0	0	0	0	0	0	41	761	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	14	0	19	0	687	0	1516	0	0	0	1343	0	0	17	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	15	49	0	50	336	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	43	0	0	0	0	0	0	0	0	0
3000616	mel	mel	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	"Mel, a homolog of MsrA, is an ABC-F subfamily protein associated with macrolide resistance. It is expressed on the same operon as mefA and mefE, both MFS-type efflux proteins that confer macrolide resistance."	Streptococcus pyogenes	320	716	4362	3735	426	0	475	4185	1091	1174	0	0	0	1601	4339	10098	2103	188	255	1443	5599	307	62	2813	158	692	0	1960	14031	3053	989	1546	6743	4441	4729	2404	237	331	1815	10604	2262	177	0	427	1039	491	0	780	602	203	0	0	438	694	1503	1116	2519	0	8418	5099	541	792	1725	29509	1447	7041	72	2289	481	355	6181	261	108	2129	192	1722	0	279	178	680	353	152	0	522	7236	2651	830	876	0	798	0	4500	0	1769	0	340	89	3529	0	631	0	1359	0	76	20959	3722	77	6210	527	846	14317	3008	0	6420	0	656	1861	1620	3657	3375	62	424	863	2163	503	563	8484	1203	307	2500	74	3437	2115	5513	1069	838
3000196	tet32	tet32	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	"Tet32 is a tetracycline resistance gene similar to Tet(O), and binds to the ribosome to confer tetracycline resistance as a ribosomal protection protein."	Escherichia coli	0	249	188	19966	0	0	0	27573	2883	7635	0	0	0	7337	0	2166	0	813	0	3191	0	13686	0	1781	0	10786	0	4006	0	8934	8649	45106	0	1587	0	0	0	0	0	5802	0	65	0	6840	0	59	0	89	19399	2327	0	3068	87	0	98	10028	0	0	0	781	0	0	0	0	0	2749	0	291	0	0	0	1033	463	9164	0	23795	0	0	303	5355	0	0	0	10738	21535	4914	1752	14713	0	1617	0	0	0	29894	0	303	0	527	0	7600	2032	10208	0	0	0	6241	0	0	0	0	946	3165	0	5921	97	2342	0	8202	0	3609	498	59410	0	19166	0	611	0	0	0	2079	0	5146	2065	12114	239	2780
3000676	H-NS	H-NS	penam; macrolide antibiotic; cephalosporin; cephamycin; tetracycline antibiotic; fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	"H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE, mdtE, and emrK as well as nearby genes of many RND-type multidrug exporters.; H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE, mdtE, and emrK as well as nearby genes of many RND-type multidrug exporters."	Escherichia coli O157:H7 str. Sakai	1273	1073	960	596	150	1292	1201	250	1037	858	1643	1096	1515	301	692	80	1241	1017	999	1281	459	1021	1279	465	1622	252	1715	1113	854	1320	61	22	1400	138	955	497	1390	1432	71	1110	1177	1416	282	1006	983	611	1259	1392	1094	1362	1470	1377	1434	1081	1686	535	1569	1822	1408	165	1180	1383	1052	103	109	324	1145	1039	1290	1094	707	1137	1061	59	997	195	963	1435	1299	108	1099	1542	810	505	93	899	0	84	443	1110	0	165	1353	868	1236	1432	1224	437	1343	499	1318	157	1109	1604	602	806	1853	1178	1422	1660	1093	1053	1363	182	1663	315	927	0	1313	508	1496	57	926	603	838	964	177	556	926	1317	1036	673	770	300	698	530
3000595	ErmT	ErmT	streptogramin A antibiotic; macrolide antibiotic; lincosamide antibiotic; streptogramin B antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmT confers MLSb phenotype.	Plasmid pGT633	0	104	12	686	5033	0	774	1775	101	0	0	0	0	463	0	6468	564	410	91	3245	0	4891	0	1470	409	120	0	0	0	34	39220	1795	367	0	0	7077	15055	9697	4947	17170	2152	6991	19	8865	1220	3178	0	498	2861	1319	4025	1014	0	506	0	562	0	44	6873	0	44	584	0	4556	247	0	0	321	3974	410	0	442	1343	4106	0	116	0	32	107	259	29	0	52	554	0	105	0	250	0	110	28921	146	622	74	0	744	0	894	0	437	0	534	198	0	262	7460	1033	45636	0	0	21	980	0	446	0	190	5868	873	505	10908	167	0	0	14	10	2489	0	8894	0	297	0	2210	257	289	0	650
3000556	tet(44)	tet(44)	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	"Tet44 is a tetracycline resistance gene found in Campylobacter fetus, and binds to the ribosome to confer antibiotic resistance as a ribosomal protection protein."	Campylobacter fetus subsp. fetus	0	31	0	0	0	333	0	5517	0	0	0	0	0	0	0	0	0	0	128	257	0	0	0	56	0	0	0	0	0	357	0	1882	0	1526	0	5631	0	0	0	0	0	0	0	2335	0	0	0	0	0	0	0	0	0	45	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417	0	3125	0	0	0	0	0	0	0	183	0	0	0	3854	0	0	0	0	0	88	0	0	0	0	0	636	0	1030	0	0	0	360	0	0	0	0	0	123	0	0	0	267	0	166	0	0	0	6996	0	276	0	0	0	0	0	118	0	0	0	113	0	0
3000833	evgS	evgS	penam; macrolide antibiotic; tetracycline antibiotic; fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	EvgS is a sensor protein that phosphorylates the regulatory protein EvgA. evgS corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.; EvgS is a sensor protein that phosphorylates the regulatory protein EvgA. evgS corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	Escherichia coli str. K-12 substr. MG1655	16014	13155	5554	8308	1827	16313	17433	4046	11133	10493	18534	13411	21382	3964	0	0	17247	8385	17185	17282	6471	11021	14494	985	22664	3634	21879	17609	12004	7731	726	101	21228	1548	13119	4406	18840	21856	669	1605	14385	3922	0	13534	14253	8488	14515	38704	12207	16679	19947	20094	21097	12534	19459	6492	21008	22392	10685	1996	15917	39422	10480	741	2252	4118	14654	12236	14147	15994	6491	10348	12305	577	10615	1940	2987	16094	17164	1483	7321	17838	11824	7556	1228	11969	0	1002	0	4360	0	1878	20939	6594	14833	18886	23057	6330	14100	3731	16970	1730	21749	19956	6863	6239	506	4743	17388	21565	8665	10162	20251	3358	22854	4186	15524	118	14867	4028	25121	656	9249	6131	12260	9816	1274	6406	0	2092	11692	10061	10083	3016	9325	6885
3000753	abeM	abeM	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	AbeM is an multidrug efflux pump found in Acinetobacter baumannii.	Acinetobacter baumannii	0	0	0	0	0	57	804	0	0	0	0	0	0	0	95	0	0	0	0	0	232	0	37	0	0	0	0	0	239	84	0	0	0	0	0	0	0	0	0	40	818	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	29	0	26	0	816	0	2377	0	0	0	1782	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	58	0	96	469	0	26	0	0	0	0	0	0	0	0	33	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	40	0	0	0	0	0	0	0	0	0
3000491	acrD	acrD	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole, and is regulated by baeRS and cpxAR."	Escherichia coli str. K-12 substr. W3110	10854	8835	4568	3757	1307	11530	9611	2236	8542	6642	10211	7406	11437	1948	2122	0	9284	4758	8991	10980	4338	7525	11244	1776	11032	1567	12822	8043	4448	4782	339	66	9773	1003	7036	2249	10602	10224	332	2468	7949	5569	414	6672	7289	4732	7524	10477	8041	10508	10241	10306	9743	7982	8469	4704	10431	10675	5631	1257	8395	10401	8687	302	639	2151	7393	7660	9414	7917	5329	9135	10161	411	8897	1930	5889	10432	11419	1030	7209	12710	5422	4205	659	7922	0	488	796	4224	0	1192	11553	4168	11125	13058	10235	3355	11763	4680	10789	1165	10616	12258	2909	3420	12651	3369	8876	11721	6870	5816	11781	1459	13179	2775	8107	0	9699	3582	9651	295	8061	3707	6799	5554	1050	4825	0	3635	8992	5310	4687	1670	7791	3641
3003548	mdtN	mdtN	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	"Multidrug resistance efflux pump. Could be involved in resistance to puromycin, acriflavine and tetraphenylarsonium chloride."	Escherichia coli str. K-12 substr. W3110	3408	2749	1132	1011	427	2276	2659	438	2687	2272	2305	1793	3373	544	0	0	2373	1228	2276	2711	1363	1717	2339	243	2768	349	2700	1916	1055	822	87	13	2309	219	1498	445	2342	2262	89	178	1794	704	0	1584	1951	1262	198	2712	1573	2586	2733	2448	2128	1975	2030	1153	2466	3082	1138	290	1996	2621	2356	66	123	445	1763	1808	3024	1894	1644	2715	2727	133	2777	634	1240	3090	3218	298	2000	3687	1497	1197	211	2385	0	106	0	430	0	406	3018	837	2439	3832	2472	902	3804	1705	2299	300	2882	2919	640	607	2935	569	2436	2752	2237	1209	3237	382	3304	775	472	21	2921	1040	2243	86	2804	1059	1770	1072	213	1384	0	125	3204	1130	1148	346	2416	1009
3000502	AcrF	AcrF	penam; cephalosporin; cephamycin; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"AcrF is a inner membrane transporter, similar to AcrB."	Escherichia coli str. K-12 substr. MG1655	14285	11862	6349	5734	2187	12830	14498	2711	10335	9083	11998	10999	16937	2864	1775	0	14281	7469	13492	14832	6430	10080	12210	2071	15809	2576	18433	11774	8317	6945	492	101	13424	1332	10804	3399	15592	14821	405	2320	11456	6958	675	9871	10432	6565	12141	12196	9512	12593	14861	14087	13801	9989	12016	6353	16168	14951	8078	1481	11114	11903	11168	245	926	2954	9872	8680	14180	11497	7106	11216	13349	564	11827	2167	6634	13553	14276	1664	8512	16320	8892	4891	1207	11504	0	718	744	5808	0	1584	12914	5812	13292	16513	15197	5060	13683	5280	13634	1450	15793	15221	4371	4833	17429	4308	14036	15950	11408	7468	17268	1887	16248	4016	12871	141	12747	4218	13965	472	10508	4852	10449	7251	1534	6214	0	4256	11953	7452	6943	2282	11727	5103
3000499	AcrE	AcrE	penam; cephalosporin; cephamycin; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"AcrE is a membrane fusion protein, similar to AcrA."	Escherichia coli str. K-12 substr. MG1655	5819	5100	1805	1973	775	4743	4925	888	4276	3666	4784	3729	6010	933	0	54	4731	2312	4279	4134	2021	3620	5162	352	5275	762	6349	4098	2327	1827	187	0	4357	388	3426	995	4983	4484	137	276	3970	1205	0	3349	3552	2167	3633	4020	3379	4254	4783	4459	4405	3247	3619	826	4998	119	2327	519	3479	3925	4138	81	413	932	3346	3648	4670	3810	3262	4606	5726	262	4766	879	1660	5565	4678	463	2907	6573	2934	1458	352	3778	0	196	0	910	0	626	4223	1498	4189	5588	5116	1495	5445	2127	4787	491	5347	5083	1253	1257	5950	1241	4751	5218	3017	2163	5765	629	5701	1347	4286	0	5345	1710	4871	152	4126	2168	3496	2396	414	1944	0	347	5045	2537	2236	670	3439	1615
3001645	OXA-78	OXA-78	carbapenem; penam; cephalosporin	antibiotic inactivation	OXA beta-lactamase	OXA-78 is a beta-lactamase found in A. baumannii.	Acinetobacter baumannii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0
3000192	tetS	tetS	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	Tet(S) is a ribosomal protection protein found in Gram-positive and Gram-negative strains. It is similar to tet(M) and tet(O).	Listeria monocytogenes	0	0	0	0	0	2767	0	92	0	0	4793	289	0	0	0	0	0	2242	0	50	0	0	0	0	0	0	0	2616	783	3574	0	410	0	78	0	669	0	0	347	985	235	0	0	1098	166	399	0	211	353	0	0	0	0	464	0	1102	0	0	18129	43906	0	243	0	3178	556	0	0	0	0	4045	0	0	0	341	0	0	0	0	122	109	0	813	0	0	0	0	0	0	0	5072	0	0	0	168	0	0	0	460	0	0	0	0	0	0	0	0	279	328	0	0	8430	476	0	169	0	0	0	0	0	0	0	0	2547	0	0	0	3270	0	54	30646	0	1353	1201	230	0	0
3002861	dfrA5	dfrA5	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	dfrA5 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae.	Salmonella enterica subsp. enterica serovar Enteritidis	0	0	0	0	0	0	0	0	10	0	25	0	0	0	10	0	281	0	1879	1302	443	117	0	0	0	0	0	0	0	0	0	29	0	0	0	101	538	1351	0	0	0	3431	0	16	0	0	279	0	0	0	0	0	12	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1611	0	0	0	0	0	32	668	0	1002	0	13	70	0	17	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	1220	0	6160	0	3861	0	0	358	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	12	71	469	112	0	0	47	0
3000782	adeK	adeK	rifamycin antibiotic; penem; macrolide antibiotic; carbapenem; cephalosporin; diaminopyrimidine antibiotic; tetracycline antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	AdeK is the outer membrane factor protein in the adeIJK multidrug efflux complex.	Acinetobacter baumannii	0	0	0	0	0	40	843	0	0	0	0	0	0	0	78	0	0	0	0	0	209	0	39	0	0	0	0	0	188	76	0	0	0	0	0	0	0	0	0	38	741	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	30	0	31	0	1036	0	2241	0	0	0	1558	0	0	14	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	73	0	103	401	0	28	0	0	0	0	0	0	0	0	47	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	42	0	0	0	0	0	0	0	0	0
3000186	tetM	tetM	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	TetM is a ribosomal protection protein that confers tetracycline resistance. It is found on transposable DNA elements and its horizontal transfer between bacterial species has been documented.	Erysipelothrix rhusiopathiae	160	258	709	1088	10044	0	1911	2286	194	2046	387	19850	0	586	0	42571	781	3655	0	1480	1205	532	0	2257	2248	2588	132	1402	40044	2395	22786	5235	11208	12021	15191	22323	0	668	16718	36016	4278	1097	0	15830	2217	5349	2926	2600	5628	158	6989	280	585	17121	1980	1353	0	77	2043	6923	7649	2610	0	29695	13764	1365	506	2023	4096	2103	957	580	1843	7737	0	719	0	131	1143	1789	225	173	7555	479	5739	446	1078	1775	1940	18302	34438	1116	961	5897	0	1719	141	12135	0	524	72	5400	203	519	550	11991	3230	16559	720	3080	3948	3824	4105	15594	85	258	7524	3597	1069	119	1080	2218	9069	2170	146	4733	47994	1574	480	5235	0	16251	12969	10575	1034	2549
3000027	emrA	emrA	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	"EmrA is a membrane fusion protein, providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli, a Gram-negative bacterium."	Escherichia coli str. K-12 substr. W3110	5044	4258	1540	1469	579	4384	4078	850	4151	3052	4191	2977	4925	743	137	0	3880	1904	4058	4251	1850	3349	4372	363	4547	587	5278	3127	1628	1546	143	24	3800	375	2594	749	3759	4223	130	471	2957	1271	0	2527	2898	1916	2531	4167	3142	4493	4090	4358	3911	3135	3374	2179	4273	4614	1991	533	2775	4288	3703	108	247	896	2854	2965	3374	3145	2778	4091	4835	230	3869	808	1734	4638	5297	456	2833	5591	2223	1758	259	3192	0	218	0	859	0	581	4798	1371	4180	5265	3503	1270	5659	2271	4249	470	4343	5031	1005	1049	5102	1200	3413	4980	2567	1759	4790	602	4719	1152	3353	38	4519	1660	4372	133	3833	1842	3061	1852	335	1940	0	393	4035	1991	1838	604	3233	1584
3002986	bacA	bacA	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	Escherichia coli str. K-12 substr. MG1655	2510	1968	655	764	329	1741	1971	471	2018	1665	1711	1399	2372	415	1338	0	1986	1021	1898	2307	911	1699	1715	472	1968	308	2879	1447	847	790	81	0	1969	164	1243	471	1959	1915	0	754	1708	547	0	1393	1475	1014	1531	2320	1415	1946	2039	2017	1545	1553	1591	784	1912	2593	946	238	1470	2262	1705	67	116	470	1507	1487	1888	1643	1394	2066	2178	106	2137	447	973	2327	2302	228	1474	2829	1128	884	176	1665	0	57	660	504	0	312	2083	703	1694	2500	2151	709	2728	1264	1992	246	2054	2295	564	479	2309	601	1828	2105	1632	1061	2390	248	2477	546	1812	0	2332	738	1959	71	1885	877	1482	1155	208	1048	0	215	2195	1051	835	310	1691	682
3002639	APH(3'')-Ib	APH(3'')-Ib	aminoglycoside antibiotic	antibiotic inactivation	APH(3'')	"APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids, transposons, integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp."	Pseudomonas aeruginosa	900	9882	2239	90	827	5837	5122	1534	4101	4348	4706	2991	229	0	0	0	4546	6082	7146	1410	2688	301	4607	2380	3528	913	255	4466	1722	472	183	57	3451	0	73	2631	4079	2366	37	2429	6619	4308	0	5360	2728	75	10264	2030	379	5153	3604	6346	8321	4119	5485	955	3586	34	4077	2128	1432	1882	3205	70	60	4503	0	2900	206	6152	1687	4517	6491	321	7320	2342	1709	3738	5351	471	19122	19	1652	1692	457	1374	83	560	4718	1957	105	176	382	2349	4355	101	6481	1603	6394	3384	8052	518	2303	2666	3681	3905	40	47	0	3124	2466	7550	0	1263	2394	662	1563	21	3597	9800	8119	471	6503	5072	2132	3394	186	1717	13927	601	3881	2644	4300	538	1127	2070
3000074	emrB	emrB	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	"emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP), nalidixic acid, and thioloactomycin."	Escherichia coli str. K-12 substr. MG1655	5153	4019	3236	1490	653	4505	3595	714	3628	2900	4486	2892	4942	759	1180	0	3664	2794	3581	4435	1914	3414	4367	1774	4343	548	4758	3429	1434	2958	123	51	3573	340	2779	1097	4297	4154	111	1065	3120	4609	881	2800	2955	1984	3520	4150	3070	4331	4092	4091	3655	3409	3988	1930	4264	3675	3471	525	3239	4089	3713	131	245	863	2778	2920	3877	3231	2516	4409	4668	193	3905	901	4532	4718	5052	424	4241	5405	2298	1682	288	3412	0	251	461	3274	0	584	4556	2278	4689	5778	4030	1552	5412	2080	4253	478	4406	4681	1222	2257	4599	1895	3661	4866	3487	2909	4639	606	5261	1098	3294	0	4355	1604	3665	109	3802	1646	2833	2379	406	1993	0	2696	3896	2080	2003	787	3132	1415
3000795	mdtE	mdtE	penam; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.	Escherichia coli str. K-12 substr. W3110	5781	4937	2313	2390	986	6343	6128	1105	4209	3799	5561	4616	8315	1282	12	0	6212	2979	5386	5725	2657	4331	6641	444	6987	1012	7585	5416	2812	2160	211	0	5869	553	4922	1328	7092	6010	182	449	5020	1390	0	3968	4442	2810	4963	6609	4249	5270	6640	5733	5587	4255	4914	2761	6984	5990	3310	791	4725	6554	6038	174	446	1136	4279	4277	6957	5105	3394	3994	5973	230	5030	871	1841	5397	5584	535	2815	6424	3923	2299	628	4779	0	249	0	1212	0	694	7022	2010	6056	6553	6626	2339	5333	2102	5934	573	7604	6700	1602	1634	7192	1489	6254	6903	4909	2932	8492	761	6468	1710	5571	0	5175	1642	5948	205	4241	2031	4666	3044	460	2629	0	426	4571	3075	2944	604	5240	2163
3000263	marA	marA	penem; tetracycline antibiotic; carbapenem; cephalosporin; disinfecting agents and antiseptics; penam; cephamycin; glycylcycline; monobactam; fluoroquinolone antibiotic; phenicol antibiotic; rifamycin antibiotic	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	"In the presence of antibiotic stress, E. coli overexpresses the global activator protein MarA, which besides inducing MDR efflux pump AcrAB, also down- regulates synthesis of the porin OmpF.; In the presence of antibiotic stress, E. coli overexpresses the global activator protein MarA, which besides inducing MDR efflux pump AcrAB, also down- regulates synthesis of the porin OmpF."	Escherichia coli str. K-12 substr. W3110	1293	1187	267	417	114	950	850	207	971	860	1041	779	1052	189	838	52	686	512	909	862	355	790	860	194	1141	164	1600	837	570	466	52	0	1064	118	705	300	891	947	28	759	896	294	0	686	694	464	757	1133	886	1029	968	1244	909	851	938	551	1261	1441	491	155	874	1079	838	43	46	202	904	849	910	842	652	1160	1063	64	1196	236	376	1330	996	90	814	1655	629	360	53	688	0	61	424	385	0	121	1069	408	955	1408	955	328	1290	468	1060	92	911	1108	381	327	1414	419	997	1190	687	676	1076	149	1082	198	844	0	1398	441	1283	29	926	587	644	776	81	480	0	271	915	542	491	174	596	356
3000190	tetO	tetO	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	TetO is a ribosomal protection protein. It is associated with conjugative plasmids.	Campylobacter jejuni	345	3105	657	40022	907	1312	0	27604	2038	24802	0	60	0	23067	0	20003	0	20936	0	1911	0	5862	0	5063	1858	74417	0	15693	0	15812	29000	35496	0	85707	0	17227	0	1731	145	2185	716	132	0	10654	436	1306	156	2697	21399	6383	0	8781	2448	4048	89	20732	0	24877	741	40647	0	2647	0	170	5001	19036	8168	3399	693	7652	0	4113	0	40172	0	46150	0	0	524	11145	82	1083	153	11121	2563	13233	3410	58371	0	62029	0	568	0	44493	0	1263	181	519	0	6610	1071	17555	53	0	352	31021	0	36010	0	0	6289	34277	0	37618	344	9224	873	26151	4555	33999	1715	55486	8471	26302	0	16086	94	103230	0	25455	82	5939	2943	21184	2641	7468
